PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38501230","Plasma Ceramides and Other Sphingolipids in Relation to Incident Prediabetes in a Longitudinal Biracial Cohort","Dagogo-Jack S, Asuzu P, Wan J, Grambergs R, Stentz F, Mandal N.","J Clin Endocrinol Metab. 2024 Sep 16;109(10):2530-2540. doi: 10.1210/clinem/dgae179.","Dagogo-Jack S","J Clin Endocrinol Metab","2024","2024/03/19","PMC11403313","","10.1210/clinem/dgae179"
"27903615","Urine Proteome Specific for Eye Damage Can Predict Kidney Damage in Patients With Type 2 Diabetes: A Case-Control and a 5.3-Year Prospective Cohort Study","Yang JK, Wang YY, Liu C, Shi TT, Lu J, Cao X, Yang FY, Feng JP, Chen C, Ji LN, Xu A.","Diabetes Care. 2017 Feb;40(2):253-260. doi: 10.2337/dc16-1529. Epub 2016 Nov 30.","Yang JK","Diabetes Care","2017","2016/12/02","","","10.2337/dc16-1529"
"19125585","Proteomics-based identification of differentially-expressed proteins including galectin-1 in the blood plasma of type 2 diabetic patients","Liu X, Feng Q, Chen Y, Zuo J, Gupta N, Chang Y, Fang F.","J Proteome Res. 2009 Mar;8(3):1255-62. doi: 10.1021/pr800850a.","Liu X","J Proteome Res","2009","2009/01/08","","","10.1021/pr800850a"
"18448419","The identification of potential factors associated with the development of type 2 diabetes: a quantitative proteomics approach","Lu H, Yang Y, Allister EM, Wijesekara N, Wheeler MB.","Mol Cell Proteomics. 2008 Aug;7(8):1434-51. doi: 10.1074/mcp.M700478-MCP200. Epub 2008 Apr 30.","Lu H","Mol Cell Proteomics","2008","2008/05/02","PMC2500228","","10.1074/mcp.M700478-MCP200"
"37659759","Hyperglycemia effect of Pinctada martensii hydrolysate in diabetic db/db mice","Li J, Wei Y, Huang S, Yan S, Zhao B, Wang X, Sun J, Chen T, Lai Y, Liu R.","J Ethnopharmacol. 2024 Jan 30;319(Pt 1):117104. doi: 10.1016/j.jep.2023.117104. Epub 2023 Sep 1.","Li J","J Ethnopharmacol","2024","2023/09/02","","","10.1016/j.jep.2023.117104"
"26798194","Identification of cysteinylated transthyretin, a predictive biomarker of treatment response to partially hydrolyzed guar gum in type 2 diabetes rats, by surface-enhanced laser desorption/ionization time-of-flight mass spectrometry","Naito Y, Ichikawa H, Akagiri S, Uchiyama K, Takagi T, Handa O, Yasukawa Z, Tokunaga M, Ishihara N, Okubo T, Mukai J, Ohki M, Uchida K, Yoshikawa T.","J Clin Biochem Nutr. 2016 Jan;58(1):23-33. doi: 10.3164/jcbn.15-98. Epub 2015 Dec 8.","Naito Y","J Clin Biochem Nutr","2016","2016/01/23","PMC4706097","","10.3164/jcbn.15-98"
"23545169","Differential proteome analysis of serum proteins associated with the development of type 2 diabetes mellitus in the KK-A(y) mouse model using the iTRAQ technique","Takahashi E, Okumura A, Unoki-Kubota H, Hirano H, Kasuga M, Kaburagi Y.","J Proteomics. 2013 Jun 12;84:40-51. doi: 10.1016/j.jprot.2013.03.014. Epub 2013 Mar 29.","Takahashi E","J Proteomics","2013","2013/04/03","","","10.1016/j.jprot.2013.03.014"
"39566683","Proteomic analysis identifies novel biological pathways that may link dietary quality to type 2 diabetes risk: evidence from African American and Asian cohorts","Lim CG, Gradinariu V, Liang Y, Rebholz CM, Talegawkar S, Temprosa M, Min YI, Sim X, Wilson JG, van Dam RM.","Am J Clin Nutr. 2025 Jan;121(1):100-110. doi: 10.1016/j.ajcnut.2024.11.016. Epub 2024 Nov 19.","Lim CG","Am J Clin Nutr","2025","2024/11/20","PMC11747191","","10.1016/j.ajcnut.2024.11.016"
"39842943","Circulating proteomic profiles are associated with type 2 diabetes in Asian populations - a longitudinal study","Liang Y, Lim CGY, Ritchie SC, Bertin N, Chai JF, Yao J, Li Y, Tai ES, van Dam RM, Sim X.","J Clin Endocrinol Metab. 2025 Jan 22:dgaf045. doi: 10.1210/clinem/dgaf045. Online ahead of print.","Liang Y","J Clin Endocrinol Metab","2025","2025/01/22","","","10.1210/clinem/dgaf045"
"29417940","Inverse changes in plasma tetranectin and titin levels in patients with type 2 diabetes mellitus: a potential predictor of acute myocardial infarction?","Rahim MAA, Rahim ZHA, Ahmad WAW, Bakri MM, Ismail MD, Hashim OH.","Acta Pharmacol Sin. 2018 Jul;39(7):1197-1207. doi: 10.1038/aps.2017.141. Epub 2018 Feb 8.","Rahim MAA","Acta Pharmacol Sin","2018","2018/02/09","PMC6289394","","10.1038/aps.2017.141"
"26936907","Proteomic prediction and Renin angiotensin aldosterone system Inhibition prevention Of early diabetic nephRopathy in TYpe 2 diabetic patients with normoalbuminuria (PRIORITY): essential study design and rationale of a randomised clinical multicentre trial","Lindhardt M, Persson F, Currie G, Pontillo C, Beige J, Delles C, von der Leyen H, Mischak H, Navis G, Noutsou M, Ortiz A, Ruggenenti PL, Rychlik I, Spasovski G, Rossing P.","BMJ Open. 2016 Mar 2;6(3):e010310. doi: 10.1136/bmjopen-2015-010310.","Lindhardt M","BMJ Open","2016","2016/03/04","PMC4785328","","10.1136/bmjopen-2015-010310"
"27756783","Plasma Lipidomic Profiles Improve on Traditional Risk Factors for the Prediction of Cardiovascular Events in Type 2 Diabetes Mellitus","Alshehry ZH, Mundra PA, Barlow CK, Mellett NA, Wong G, McConville MJ, Simes J, Tonkin AM, Sullivan DR, Barnes EH, Nestel PJ, Kingwell BA, Marre M, Neal B, Poulter NR, Rodgers A, Williams B, Zoungas S, Hillis GS, Chalmers J, Woodward M, Meikle PJ.","Circulation. 2016 Nov 22;134(21):1637-1650. doi: 10.1161/CIRCULATIONAHA.116.023233. Epub 2016 Oct 18.","Alshehry ZH","Circulation","2016","2016/10/21","","","10.1161/CIRCULATIONAHA.116.023233"
"39345337","Therapeutic potential of ADSCs in diabetic wounds: a proteomics-based approach","Gu Y, Mu Z, Chen Y, Wu C, Shi J, Bai N.","Front Cell Dev Biol. 2024 Sep 13;12:1468220. doi: 10.3389/fcell.2024.1468220. eCollection 2024.","Gu Y","Front Cell Dev Biol","2024","2024/09/30","PMC11427884","","10.3389/fcell.2024.1468220"
"26531776","PUGNAc induces protein ubiquitination in C2C12 myotube cells","Park JH, Lee JE, Moon PG, Baek MC.","Cell Biochem Funct. 2015 Dec;33(8):525-33. doi: 10.1002/cbf.3150. Epub 2015 Nov 4.","Park JH","Cell Biochem Funct","2015","2015/11/05","","","10.1002/cbf.3150"
"39753750","Plasma proteomic signatures of social isolation and loneliness associated with morbidity and mortality","Shen C, Zhang R, Yu J, Sahakian BJ, Cheng W, Feng J.","Nat Hum Behav. 2025 Jan 3. doi: 10.1038/s41562-024-02078-1. Online ahead of print.","Shen C","Nat Hum Behav","2025","2025/01/03","","","10.1038/s41562-024-02078-1"
"35151348","Intake of flavonoids from Astragalus membranaceus ameliorated brain impairment in diabetic mice via modulating brain-gut axis","Li X, Zhao T, Gu J, Wang Z, Lin J, Wang R, Duan T, Li Z, Dong R, Wang W, Hong KF, Liu Z, Huang W, Gui D, Zhou H, Xu Y.","Chin Med. 2022 Feb 12;17(1):22. doi: 10.1186/s13020-022-00578-8.","Li X","Chin Med","2022","2022/02/13","PMC8840557","","10.1186/s13020-022-00578-8"
"26449750","Protein-Bound Plasma Nε-(Carboxymethyl)lysine Is Inversely Associated With Central Obesity and Inflammation and Significantly Explain a Part of the Central Obesity-Related Increase in Inflammation: The Hoorn and CODAM Studies","Gaens KH, Ferreira I, van de Waarenburg MP, van Greevenbroek MM, van der Kallen CJ, Dekker JM, Nijpels G, Rensen SS, Stehouwer CD, Schalkwijk CG.","Arterioscler Thromb Vasc Biol. 2015 Dec;35(12):2707-13. doi: 10.1161/ATVBAHA.115.306106. Epub 2015 Oct 8.","Gaens KH","Arterioscler Thromb Vasc Biol","2015","2015/10/10","","","10.1161/ATVBAHA.115.306106"
"26933035","Plasma Proteins Modified by Advanced Glycation End Products (AGEs) Reveal Site-specific Susceptibilities to Glycemic Control in Patients with Type 2 Diabetes","Greifenhagen U, Frolov A, Blüher M, Hoffmann R.","J Biol Chem. 2016 Apr 29;291(18):9610-6. doi: 10.1074/jbc.M115.702860. Epub 2016 Mar 1.","Greifenhagen U","J Biol Chem","2016","2016/03/03","PMC4850298","","10.1074/jbc.M115.702860"
"29350465","Proteomics Analysis of Skeletal Muscle from Leptin-Deficient ob/ob Mice Reveals Adaptive Remodeling of Metabolic Characteristics and Fiber Type Composition","Schönke M, Björnholm M, Chibalin AV, Zierath JR, Deshmukh AS.","Proteomics. 2018 Mar;18(5-6):e1700375. doi: 10.1002/pmic.201700375. Epub 2018 Feb 20.","Schönke M","Proteomics","2018","2018/01/20","","","10.1002/pmic.201700375"
"21801423","A Metadata description of the data in ""A metabolomic comparison of urinary changes in type 2 diabetes in mouse, rat, and human.""","Griffin JL, Atherton HJ, Steinbeck C, Salek RM.","BMC Res Notes. 2011 Jul 29;4:272. doi: 10.1186/1756-0500-4-272.","Griffin JL","BMC Res Notes","2011","2011/08/02","PMC3224567","","10.1186/1756-0500-4-272"
"27378474","Serum metabolites predict response to angiotensin II receptor blockers in patients with diabetes mellitus","Pena MJ, Heinzel A, Rossing P, Parving HH, Dallmann G, Rossing K, Andersen S, Mayer B, Heerspink HJ.","J Transl Med. 2016 Jul 5;14(1):203. doi: 10.1186/s12967-016-0960-3.","Pena MJ","J Transl Med","2016","2016/07/06","PMC4932762","","10.1186/s12967-016-0960-3"
"26371159","Quantitative Proteome Analysis Reveals Increased Content of Basement Membrane Proteins in Arteries From Patients With Type 2 Diabetes Mellitus and Lower Levels Among Metformin Users","Preil SA, Kristensen LP, Beck HC, Jensen PS, Nielsen PS, Steiniche T, Bjørling-Poulsen M, Larsen MR, Hansen ML, Rasmussen LM.","Circ Cardiovasc Genet. 2015 Oct;8(5):727-35. doi: 10.1161/CIRCGENETICS.115.001165. Epub 2015 Sep 14.","Preil SA","Circ Cardiovasc Genet","2015","2015/09/16","","","10.1161/CIRCGENETICS.115.001165"
"19426140","Pancreatic cancer biomarkers discovery by surface-enhanced laser desorption and ionization time-of-flight mass spectrometry","Navaglia F, Fogar P, Basso D, Greco E, Padoan A, Tonidandel L, Fadi E, Zambon CF, Bozzato D, Moz S, Seraglia R, Pedrazzoli S, Plebani M.","Clin Chem Lab Med. 2009;47(6):713-23. doi: 10.1515/CCLM.2009.158.","Navaglia F","Clin Chem Lab Med","2009","2009/05/12","","","10.1515/CCLM.2009.158"
"33881561","Endogenous cortisol excess confers a unique lipid signature and metabolic network","Vega-Beyhart A, Iruarrizaga M, Pané A, García-Eguren G, Giró O, Boswell L, Aranda G, Flores V, Casals G, Alonso C, Mora M, Halperin I, Carmona F, Enseñat J, Vidal O, Hu T, Rojo G, Gomis R, Hanzu FA.","J Mol Med (Berl). 2021 Aug;99(8):1085-1099. doi: 10.1007/s00109-021-02076-0. Epub 2021 Apr 21.","Vega-Beyhart A","J Mol Med (Berl)","2021","2021/04/21","","","10.1007/s00109-021-02076-0"
"34758301","The hepatic compensatory response to elevated systemic sulfide promotes diabetes","Carter RN, Gibbins MTG, Barrios-Llerena ME, Wilkie SE, Freddolino PL, Libiad M, Vitvitsky V, Emerson B, Le Bihan T, Brice M, Su H, Denham SG, Homer NZM, Mc Fadden C, Tailleux A, Faresse N, Sulpice T, Briand F, Gillingwater T, Ahn KH, Singha S, McMaster C, Hartley RC, Staels B, Gray GA, Finch AJ, Selman C, Banerjee R, Morton NM.","Cell Rep. 2021 Nov 9;37(6):109958. doi: 10.1016/j.celrep.2021.109958.","Carter RN","Cell Rep","2021","2021/11/10","PMC8595646","","10.1016/j.celrep.2021.109958"
"39400314","Exploring omics signature in the cardiovascular response to semaglutide: Mechanistic insights and clinical implications","Vitorino R.","Eur J Clin Invest. 2025 Feb;55(2):e14334. doi: 10.1111/eci.14334. Epub 2024 Oct 14.","Vitorino R","Eur J Clin Invest","2025","2024/10/14","","","10.1111/eci.14334"
"25998041","Proteomic Analysis of Extracellular Vesicles Released by Adipocytes of Otsuka Long-Evans Tokushima Fatty (OLETF) Rats","Lee JE, Moon PG, Lee IK, Baek MC.","Protein J. 2015 Jun;34(3):220-35. doi: 10.1007/s10930-015-9616-z.","Lee JE","Protein J","2015","2015/05/23","","","10.1007/s10930-015-9616-z"
"27012418","Structural, biological and biophysical properties of glycated and glycoxidized phosphatidylethanolamines","Annibal A, Riemer T, Jovanovic O, Westphal D, Griesser E, Pohl EE, Schiller J, Hoffmann R, Fedorova M.","Free Radic Biol Med. 2016 Jun;95:293-307. doi: 10.1016/j.freeradbiomed.2016.03.011. Epub 2016 Mar 22.","Annibal A","Free Radic Biol Med","2016","2016/03/26","PMC5937679","EMS77385","10.1016/j.freeradbiomed.2016.03.011"
"26377247","Hydrophilic interaction liquid chromatography coupled with tandem mass spectrometry method for the simultaneous determination of l-valine, l-leucine, l-isoleucine, l-phenylalanine, and l-tyrosine in human serum","Sun L, Jiao H, Gao B, Yuanzi Q, Zhang H, Wang Y, Ou N, Yan Z, Zhou H.","J Sep Sci. 2015 Nov;38(22):3876-3883. doi: 10.1002/jssc.201500512. Epub 2015 Oct 16.","Sun L","J Sep Sci","2015","2015/09/18","","","10.1002/jssc.201500512"
"25687163","First observation of N-acetyl leucine and N-acetyl isoleucine in diabetic patient hair and quantitative analysis by UPLC-ESI-MS/MS","Min JZ, Tomiyasu Y, Morotomi T, Jiang YZ, Li G, Shi Q, Yu HF, Inoue K, Todoroki K, Toyo'oka T.","Clin Chim Acta. 2015 Apr 15;444:143-8. doi: 10.1016/j.cca.2015.02.006. Epub 2015 Feb 14.","Min JZ","Clin Chim Acta","2015","2015/02/18","","","10.1016/j.cca.2015.02.006"
"39736334","Balanced diets are associated with a lower risk of type 2 diabetes than plant-based diets","Kang B, Yin X, Chen D, Wang Y, Lv J, Zhou J, Chen X, Kou X, Hang X, Yang Q, Wu R, Luo X, Wang C, Yang S, Li Q, Hu J.","Diabetes Res Clin Pract. 2025 Jan;219:111977. doi: 10.1016/j.diabres.2024.111977. Epub 2024 Dec 28.","Kang B","Diabetes Res Clin Pract","2025","2024/12/30","","","10.1016/j.diabres.2024.111977"
"27942176","Identification of urinary proteins potentially associated with diabetic kidney disease","Marikanty RK, Gupta MK, Cherukuvada SV, Kompella SS, Prayaga AK, Konda S, Polisetty RV, Idris MM, Rao PV, Chandak GR, Dakshinamurty KV.","Indian J Nephrol. 2016 Nov-Dec;26(6):434-445. doi: 10.4103/0971-4065.176144.","Marikanty RK","Indian J Nephrol","2016","2016/12/13","PMC5131383","","10.4103/0971-4065.176144"
"22085632","Chitosan-based therapeutic nanoparticles for combination gene therapy and gene silencing of in vitro cell lines relevant to type 2 diabetes","Jean M, Alameh M, De Jesus D, Thibault M, Lavertu M, Darras V, Nelea M, Buschmann MD, Merzouki A.","Eur J Pharm Sci. 2012 Jan 23;45(1-2):138-49. doi: 10.1016/j.ejps.2011.10.029. Epub 2011 Nov 9.","Jean M","Eur J Pharm Sci","2012","2011/11/17","","","10.1016/j.ejps.2011.10.029"
"22474418","L(+) and D(-) lactate are increased in plasma and urine samples of type 2 diabetes as measured by a simultaneous quantification of L(+) and D(-) lactate by reversed-phase liquid chromatography tandem mass spectrometry","Scheijen JL, Hanssen NM, van de Waarenburg MP, Jonkers DM, Stehouwer CD, Schalkwijk CG.","Exp Diabetes Res. 2012;2012:234812. doi: 10.1155/2012/234812. Epub 2012 Mar 8.","Scheijen JL","Exp Diabetes Res","2012","2012/04/05","PMC3310144","","10.1155/2012/234812"
"19884767","Proteomic analysis in ob/ob mice before and after hypoglycemic polysaccharide treatments","Kim SW, Hwang HJ, Baek YM, Hwang HS, Yun JW.","J Microbiol Biotechnol. 2009 Oct;19(10):1109-21.","Kim SW","J Microbiol Biotechnol","2009","2009/11/04","","",""
"25063432","Proteomic analysis of the human brain in Huntington's Disease indicates pathogenesis by molecular processes linked to other neurodegenerative diseases and to type-2 diabetes","Schönberger SJ, Jezdic D, Faull RL, Cooper GJ.","J Huntingtons Dis. 2013;2(1):89-99. doi: 10.3233/JHD-120044.","Schönberger SJ","J Huntingtons Dis","2013","2014/07/27","","","10.3233/JHD-120044"
"22930659","Proteomic profiling of high glucose primed monocytes identifies cyclophilin A as a potential secretory marker of inflammation in type 2 diabetes","Ramachandran S, Venugopal A, Sathisha K, Reshmi G, Charles S, Divya G, Chandran NS, Mullassari A, Pillai MR, Kartha CC.","Proteomics. 2012 Sep;12(18):2808-21. doi: 10.1002/pmic.201100586.","Ramachandran S","Proteomics","2012","2012/08/30","","","10.1002/pmic.201100586"
"28823169","Membrane Proteomics of Impaired Energetics and Cytoskeletal Disorganization in Elderly Diet-Induced Diabetic Mice","Hung CL, Pan SH, Han CL, Chang CW, Hsu YL, Su CH, Shih SC, Lai YJ, Chiang Chiau JS, Yeh HI, Liu CY, Lee HC, Lam CSP.","J Proteome Res. 2017 Oct 6;16(10):3504-3513. doi: 10.1021/acs.jproteome.7b00148. Epub 2017 Sep 13.","Hung CL","J Proteome Res","2017","2017/08/22","","","10.1021/acs.jproteome.7b00148"
"21136852","Proteomic analysis of early urinary biomarkers of renal changes in type 2 diabetic patients","Bellei E, Rossi E, Lucchi L, Uggeri S, Albertazzi A, Tomasi A, Iannone A.","Proteomics Clin Appl. 2008 Apr;2(4):478-91. doi: 10.1002/prca.200780109. Epub 2008 Mar 7.","Bellei E","Proteomics Clin Appl","2008","2010/12/08","","","10.1002/prca.200780109"
"27160966","Proteome-wide alterations on adipose tissue from obese patients as age-, diabetes- and gender-specific hallmarks","Gómez-Serrano M, Camafeita E, García-Santos E, López JA, Rubio MA, Sánchez-Pernaute A, Torres A, Vázquez J, Peral B.","Sci Rep. 2016 May 10;6:25756. doi: 10.1038/srep25756.","Gómez-Serrano M","Sci Rep","2016","2016/05/11","PMC4861930","","10.1038/srep25756"
"21468556","Skeletal muscle tissue from the Goto-Kakizaki rat model of type-2 diabetes exhibits increased levels of the small heat shock protein Hsp27","Mullen E, O'Reilly E, Ohlendieck K.","Mol Med Rep. 2011 Mar-Apr;4(2):229-36. doi: 10.3892/mmr.2011.437. Epub 2011 Jan 25.","Mullen E","Mol Med Rep","2011","2011/04/07","","","10.3892/mmr.2011.437"
"24505100","Differential skeletal muscle proteome of high- and low-active mice","Ferguson DP, Dangott LJ, Schmitt EE, Vellers HL, Lightfoot JT.","J Appl Physiol (1985). 2014 Apr 15;116(8):1057-67. doi: 10.1152/japplphysiol.00911.2013. Epub 2014 Feb 6.","Ferguson DP","J Appl Physiol (1985)","2014","2014/02/08","PMC4035790","","10.1152/japplphysiol.00911.2013"
"25287014","Integrative analysis of transcriptomics, proteomics, and metabolomics data of white adipose and liver tissue of high-fat diet and rosiglitazone-treated insulin-resistant mice identified pathway alterations and molecular hubs","Meierhofer D, Weidner C, Sauer S.","J Proteome Res. 2014 Dec 5;13(12):5592-602. doi: 10.1021/pr5005828. Epub 2014 Oct 28.","Meierhofer D","J Proteome Res","2014","2014/10/08","","","10.1021/pr5005828"
"31695851","Graphene quantum dots rescue protein dysregulation of pancreatic β-cells exposed to human islet amyloid polypeptide","Faridi A, Sun Y, Mortimer M, Aranha RR, Nandakumar A, Li Y, Javed I, Kakinen A, Fan Q, Purcell AW, Davis TP, Ding F, Faridi P, Ke PC.","Nano Res. 2019 Nov;12(11):2827-2834. doi: 10.1007/s12274-019-2520-7. Epub 2019 Sep 26.","Faridi A","Nano Res","2019","2019/11/08","PMC6834229","NIHMS1052625","10.1007/s12274-019-2520-7"
"22205226","The renal transcriptome of db/db mice identifies putative urinary biomarker proteins in patients with type 2 diabetes: a pilot study","Simonson MS, Tiktin M, Debanne SM, Rahman M, Berger B, Hricik D, Ismail-Beigi F.","Am J Physiol Renal Physiol. 2012 Apr 1;302(7):F820-9. doi: 10.1152/ajprenal.00424.2011. Epub 2011 Dec 28.","Simonson MS","Am J Physiol Renal Physiol","2012","2011/12/30","PMC3340934","","10.1152/ajprenal.00424.2011"
"24371138","Mammalian target of rapamycin (mTOR) inhibition with rapamycin improves cardiac function in type 2 diabetic mice: potential role of attenuated oxidative stress and altered contractile protein expression","Das A, Durrant D, Koka S, Salloum FN, Xi L, Kukreja RC.","J Biol Chem. 2014 Feb 14;289(7):4145-60. doi: 10.1074/jbc.M113.521062. Epub 2013 Dec 26.","Das A","J Biol Chem","2014","2013/12/28","PMC3924280","","10.1074/jbc.M113.521062"
